Position,Artist,Song,Streams
10119,YoungBoy Never Broke Again ,Ten Talk,226697
10120,YoungBoy Never Broke Again ,Treat You Better,226667
10121,DJ Khaled ,JUST BE,226649
10122,Steve Aoki ,I Love It When You Cry (Moxoki),226520
10123,Bazzi ,Gone,226365
10124,Lana Del Rey ,Breaking Up Slowly,226286
10125,Hozier ,Movement,226276
10126,Years & Years ,Karma,226148
10127,Leon Bridges ,Steam,226141
10128,Tom Petty and the Heartbreakers ,You Got Lucky,226008
10129,NAV ,Proud Of Me?,225999
10130,John Legend ,Conversations in the Dark,225940
10131,Nic D ,Fine Apple,225871
10132,alt,J  In Cold Blood,225805
10133,6LACK ,Elephant In The Room,225673
10134,Rich The Kid ,Drippin',225614
10135,Gorillaz ,She's My Collar,225590
10136,J Balvin ,Arcoíris,225580
10137,Florence + The Machine ,Big God,225461
10138,Bass Santana ,Curse,225426
10139,Anderson .Paak ,King James,225366
10140,Lil Yachty ,Demon Time (Lil Yachty feat. Draft Day),225351
10141,Peter J. Wilhousky ,Carol of the Bells  Voice,225330
10142,Brett Young ,Lady,225301
10143,Ozuna ,Tiempo,225232
10144,E,40  Chase The Money,225173
10145,5 Seconds of Summer ,Money,225150
10146,Wiz Khalifa ,The Thrill,225034
10147,Jeremy Zucker ,comethru (bonus track),224970
10148,Silk City ,New Love,224938
10149,D'Angelo ,Till It's Done (Tutu),224810
10150,VIC MENSA ,16 Shots,224809
10151,NAV ,What I Need / Daheala Outro,224799
10152,Cage The Elephant ,Night Running,224737
10153,blackbear ,top priority,224615
10154,Lil Durk ,Like Me,224497
10155,Rod Wave ,No Weakness,224340
10156,Alesso ,Midnight,224303
10157,Rich The Kid ,Gargoyle,224111
10158,Sebastian Yatra ,Runaway,224054
10159,Majid Jordan ,Stars Align,224036
10160,Gryffin ,I Want Love,223923
10161,D Smoke ,Let Go,223661
10162,Tyler Childers ,Long Violent History,223589
10163,Sech ,La Luz,223577
10164,Anuel AA ,Somo o No Somos,223432
10165,Jordan Davis ,Almost Maybes,223418
10166,The Five Stairsteps ,Ooh Child,223382
10167,YoungBoy Never Broke Again ,Fire Stars,223279
10168,John Mayer ,In the Blood,223169
10169,Beyoncé ,NILE,223056
10170,Nicki Minaj ,Come See About Me,223009
10171,YoungBoy Never Broke Again ,House Arrest Tingz,222974
10172,Green Day ,Bang Bang,222813
10173,Louis The Child ,So What,222627
10174,Sam Smith ,I've Told You Now,222562
10175,NAV ,Nasty,222549
10176,Fall Out Boy ,Favorite Record,222436
10177,5 Seconds of Summer ,Talk Fast,222384
10178,blackbear ,up in this,222339
10179,Major Lazer ,My Number,222289
10180,Lost Kings ,First Love,222281
10181,Lil Pump ,Foreign,222020
10182,Daddy Yankee ,Que Tire Pa Lante,221988
10183,Pop Smoke ,Showin Off Pt.2,221961
10184,Childish Gambino ,39.28,221937
10185,Linkin Park ,Invisible,221860
10186,Huddy ,All the Things I Hate About You,221778
10187,Cordae ,The Parables,221728
10188,YoungBoy Never Broke Again ,Overdose,221704
10189,T,Pain  Wake Up Dead,221608
10190,Sam Smith ,Life Support,221414
10191,A$AP Mob ,Get The Bag,221410
10192,Lil Tecca ,CAUTION,221397
10193,YoungBoy Never Broke Again ,Reaper's Child,220993
10194,Dean Lewis ,7 Minutes,220967
10195,Usher ,Bad Habits,220820
10196,Macklemore & Ryan Lewis ,Can't Hold Us,220602
10197,Louis The Child ,Big Love,220561
10198,Kodak Black ,I Wish,220316
10199,Yo Gotti ,Pose,220204
10200,Tate McRae ,lie to me,220155
10201,Mac Miller ,Nike's on My Feet,220097
10202,Joji ,Will He,219860
10203,TOMORROW X TOGETHER ,AntiRomantic,219824
10204,Gucci Mane ,Dickriders,219806
10205,blackbear ,hell is where i dreamt of u and woke up alone,219769
10206,David Bowie ,China Girl  2002 Remastered Version,219547
10207,Gorillaz ,The Apprentice,219537
10208,YoungBoy Never Broke Again ,I Choose You,219530
10209,Luke Bryan ,Way Way Back,219430
10210,Kodak Black ,Remember The Times,218975
10211,Tyga ,Mrs. Bubblegum,218891
10212,Belly ,4 Days,218772
10213,Meek Mill ,That's My N****,218726
10214,Snow Patrol ,Chasing Cars,218648
10215,Francis and the Lights ,Just for Us,218632
10216,Ellie Nelson ,what you never knew,218459
10217,Doja Cat ,Rules,218402
10218,Foo Fighters ,Run,218218
10219,Logic ,Pretty Young Girl,218197
10220,Paulo Londra ,Adan y Eva,218187
10221,Ryan Adams ,All You Had to Do Was Stay,218063
10222,Beck ,Up All Night,218038
10223,WALK THE MOON ,One Foot,217921
10224,Melanie Martinez ,Orange Juice,217879
10225,Kacey Musgraves ,Space Cowboy,217799
10226,Ty Dolla $ign ,Freak,217637
10227,Soundgarden ,The Day I Tried To Live,217549
10228,Marshmello ,Down,217353
10229,The Beatles ,Penny Lane  Remastered 2009,217246
10230,X Ambassadors ,Ahead Of Myself,216781
10231,Logic ,White People  Scene,216531
10232,Fiona Apple ,Rack of His,216462
10233,Young Thug ,Up,216386
10234,5 Seconds of Summer ,Moving Along,216356
10235,Lil Yachty ,Dirty Mouth,216319
10236,Majid Jordan ,Gave Your Love Away,216310
10237,Miley Cyrus ,Week Without You,216198
10238,Wiz Khalifa ,Bammer,216182
10239,6ix9ine ,MOOKY,216181
10240,MF DOOM ,Rhymes Like Dimes,216148
10241,Lil Xan ,Moonlight,216065
10242,JID ,Slick Talk,216057
10243,OneRepublic ,Lift Me Up  Michael Brun Remix,216012
10244,Coldplay ,Fun,215964
10245,BANKS ,Better,215877
10246,Travis Scott ,Piss On Your Grave,215810
10247,Baby Tate ,I Am,215575
10248,Robin Thicke ,Blurred Lines,215521
10249,Chris Jedi ,Ahora Dice  Real Hasta La Muerte Remix,215496
10250,The Jackson 5 ,ABC,215423
10251,VIC MENSA ,Reverse (Ft. GEazy),215385
10252,Tory Lanez ,I Sip,215233
10253,Bo Burnham ,Bezos II,215220
10254,NF ,10 Feet Down,215199
10255,The Strumbellas ,Spirits,215135
10256,Migos ,"My Family  from ""The Addams Family""",215102
10257,The Strokes ,At The Door,215098
10258,Chris Young ,At the End of a Bar,215065
10259,The Killers ,Run For Cover,214874
10260,Halsey ,Alone (Feat. Big Sean & Stefflon Don),214867
10261,Future ,Tic Tac,214675
10262,T,Pain  Textin' My Ex,214450
10263,Bebe Rexha ,Ferrari,214446
10264,Joey Bada$$ ,SUPER PREDATOR,214307
10265,Jimmy Buffett ,Margaritaville,214227
10266,Soundgarden ,Rusty Cage,214197
10267,Of Monsters and Men ,Wolves Without Teeth,214113
10268,Nebu Kiniza ,Can't Deny,214098
10269,Chris Brown ,Only 4 Me,213998
10270,Vance Joy ,Saturday Sun,213905
10271,TOMORROW X TOGETHER ,0X1=LOVESONG (I Know I Love you),213864
10272,Kelly Clarkson ,Christmas Eve  Recorded at Spotify Studios NYC,213432
10273,Young Thug ,Liger,213185
10274,Soft Cell ,Tainted Love,212994
10275,Future ,Heart In Pieces,212905
10276,Britney Spears ,...Baby One More Time,212135
10277,Rich Brian ,Crisis,211810
10278,Gorillaz ,Aries,211580
10279,Leslie Odom Jr. ,Guns and Ships,211525
10280,CHVRCHES ,Clearest Blue,211276
10281,Donyay ,Not At All,211238
10282,Lil Uzi Vert ,GLOCK IN MY PURSE,211114
10283,A$AP Mob ,Black Card,210981
10284,Linkin Park ,Don't Stay,210971
10285,Fall Out Boy ,Twin Skeleton's (Hotel In NYC),210941
10286,Chris Cornell ,The Promise,210932
10287,Brandon Shinin ,Big Bros,210772
10288,James Arthur ,Empty Space,210712
10289,Ozuna ,Tu Olor,210683
10290,Bazzi ,Why,210681
10291,CHVRCHES ,My Enemy,210655
10292,MisterWives ,Hurricane,210457
10293,Linkin Park ,My December,210395
10294,The Strokes ,Why Are Sunday's So Depressing,210216
10295,Lil Peep ,Better Off  Dying,210121
10296,Tory Lanez ,Adidas,210116
10297,MOGUAI ,Hold On,210063
10298,Galantis ,True Feeling,210034
10299,Bring Me The Horizon ,Follow You,209908
10300,Lord Huron ,Ancient Names (Part I),209737
10301,Rita Ora ,Only Want You,209574
10302,Wiz Khalifa ,Figure It Out,209491
10303,Coldplay ,A Head Full of Dreams,209486
10304,Joey Bada$$ ,Y U DON'T LOVE ME? (MISS AMERIKKKA),209447
10305,Snakehips ,Either Way,209400
10306,Thomas Rhett ,When You Look Like That,209331
10307,Young Dolph ,Drippy,209249
10308,pixelbobby ,Sunset,209231
10309,Lady Gaga ,Telephone,209089
10310,The Beatles ,Love Me Do  Remastered 2009,208950
10311,Whethan ,High (& Dua Lipa),208875
10312,Vance Joy ,Take Your Time,208582
10313,A,Trak  Believe,208471
10314,Jorja Smith ,Be Honest,208456
10315,DJ Khaled ,Pull a Caper,208425
10316,Brantley Gilbert ,Bottoms Up,208376
10317,Gorillaz ,Sex Murder Party,208350
10318,MAGIC! ,Rude  Zedd Remix,208346
10319,Thomas Rhett ,Drink A Little Beer,208332
10320,Bee Gees ,Stayin' Alive,208158
10321,Thirty Seconds To Mars ,Love Is Madness,207930
10322,Nick Jonas ,Find You,207636
10323,Troye Sivan ,for him.,207455
10324,Ryan Adams ,I Wish You Would,206969
10325,Galantis ,Girls On Boys,206875
10326,Bryson Tiller ,Always (Outro),206737
10327,Temple Of The Dog ,Hunger Strike,206703
10328,Nicole Atkins ,Blue Christmas,206676
10329,Gorillaz ,Feel Good Inc,206466
10330,The Weeknd ,House Of Balloons / Glass Table Girls,206448
10331,Kesha ,Bastards,206166
10332,Machine Gun Kelly ,Go For Broke,206134
10333,Lana Del Rey ,When The World Was At War We Kept Dancing,206050
10334,Niall Horan ,Flicker,206042
10335,Kelsea Ballerini ,End of the World,205964
10336,Jordan Davis ,Slow Dance In A Parking Lot,205925
10337,Seaside Resort ,Seaside Resort,205159
10338,Childish Gambino ,47.48,205026
10339,Hudson Thames ,How I Want Ya,204901
10340,Mike WiLL Made,It  On The Come Up,204571
10341,R3HAB ,The Wave,204249
10342,AJR ,Burn the House Down,203986
10343,Ed Sheeran ,Shape of You  Galantis Remix,203894
10344,Slicktor Victor ,Kings & Queens,203833
10345,Stevie Nicks ,Edge of Seventeen  2016 Remaster,203762
10346,Christina Perri ,A Thousand Years,203729
10347,The Beatles ,Help!  Remastered 2009,203659
10348,Kaash Paige ,Love Songs  Bonus,203656
10349,DJ Diddy ,Monopoly,203457
10350,Lil Yachty ,DN Freestyle,203395
10351,The Chainsmokers ,Closer  Shaun Frank Remix,203148
10352,Zara Larsson ,So Good,203074
10353,Migos ,TShirt (Spotify Mix)  Recorded at Spotify Studios NYC,203015
10354,Joseph Yap ,Lucid Dreams,202894
10355,Noah Schnacky ,Hello Beautiful,202775
10356,A$AP Mob ,BYF,202681
10357,DJ Khaled ,(Intro) I'm so Grateful,202417
10358,T,Pain  Buy U a Drank (Shawty Snappin'),202387
10359,She & Him ,The Christmas Waltz,202319
10360,DJDS ,Why Don't You Come On,202109
10361,Pentatonix ,Sleigh Ride,201895
10362,FLETCHER ,War Paint (Young Bombs Remix),201778
10363,DJ Khaled ,Good Man,201641
10364,Metallica ,Hardwired,201546
10365,blackbear ,gucci linen,201479
10366,G,Eazy  Some Kind Of Drug  Earwulf Remix,201429
10367,A$AP Mob ,FYBR (First Year Being Rich),201300
10368,Kygo ,Fragile,201225
10369,Paramore ,Fake Happy,201017
10370,Carlie Hanson ,Only One,200958
10371,at Wendys ,Twitter Fingers,200679
10372,Soundgarden ,Outshined,200229
10373,Joey Bada$$ ,Paper Trail$,199913
10374,alt,J  Deadcrush,199521
10375,BØRNS ,God Save Our Young Blood,199295
10376,Tory Lanez ,Hate To Say,199065
10377,Blvckengineer ,How They Move,198767
10378,James Blunt ,You're Beautiful,198737
10379,Young Thug ,Tomorrow Til Infinity,198545
10380,LANCO ,Born to Love You,198508
10381,A Boogie Wit da Hoodie ,Unhappy,198392
10382,Calum Scott ,You Are The Reason,198073
10383,Meek Mill ,Heavy Heart,197641
10384,Wiz Khalifa ,Weed Farm,197458
10385,Farruko ,Krippy Kush  Remix,197352
10386,The All,American Rejects  Sweat,197269
10387,NAV ,Both Sides,197220
10388,Miley Cyrus ,Rainbowland,196788
10389,Bradley Cooper ,Maybe It's Time,196709
10390,Blvckengineer ,In Tune,196227
10391,Carly Rae Jepsen ,Cut To The Feeling,195483
10392,Mariah Carey ,Infinity,195349
10393,Bebe Rexha ,(Not) The One,195340
10394,Jason French ,You Just Want My Money,194991
10395,Kygo ,Never Let You Go,194867
10396,Bebe Rexha ,That's It,194798
10397,Sofi Tukker ,Best Friend,194761
10398,Dexys Midnight Runners ,Come On Eileen,194508
10399,Miley Cyrus ,Bad Mood,194345
10400,Trey Songz ,Come Over,194268
10401,Kid Cudi ,Releaser,194263
10402,Kiiara ,Wishlist,194082
10403,Thomas Rhett ,Sweetheart,194062
10404,Miguel ,face the sun,194009
10405,Taylor Swift ,Out Of The Woods,193688
10406,Taylor Swift ,Love Story  US Album Version,193521
10407,Blueface ,Thotiana (REMIX feat. YG),193326
10408,Prxxy ,Blood Moon,193097
10409,DNCE ,Kissing Strangers,193053
10410,Stevie Nicks ,Stop Draggin' My Heart Around,192684
10411,Bhad Bhabie ,Hi Bich,192643
10412,Axwell /\ Ingrosso ,I Love You,192635
10413,Lady Gaga ,Just Dance,192331
10414,Francis and the Lights ,May I Have This Dance (Remix),192041
10415,Hazers ,Changes,191964
10416,Audioslave ,Cochise,191917
10417,Alesso ,Is That For Me,191911
10418,Katy Perry ,Teenage Dream,191875
10419,Blake Shelton ,I'll Name the Dogs,191450
10420,Selena Gomez ,Body Heat,190902
10421,Thomas Rhett ,Smooth Like The Summer,190755
10422,Beck ,Unforgiven,190595
10423,Nathaniel Rateliff & The Night Sweats ,S.O.B.,190374
10424,PnB Rock ,Issues,190114
10425,Mike Posner ,Be As You Are  JordanXL Remix,189990
10426,CHVRCHES ,Never Ending Circles,189913
10427,Joey Bada$$ ,BABYLON,189272
10428,Florence + The Machine ,Ship To Wreck,189258
10429,Foster The People ,Sit Next to Me,189016
10430,RAC ,Back of the Car,188939
10431,Life of Dillon ,Sex for Breakfast,188319
10432,Gucci Mane ,Bling Blaww Burr,188167
10433,Taylor Swift ,Welcome To New York,188111
10434,DJ Snake ,Talk,187482
10435,Vanessa Carlton ,A Thousand Miles,187404
10436,Nelly ,Ride Wit Me,187303
10437,DJ Khaled ,That Range Rover Came With Steps,187244
10438,Train ,Drops of Jupiter,187042
10439,Calvin Harris ,Pray to God,187038
10440,DJ Khaled ,Whatever,186905
10441,Destiny's Child ,8 Days of Christmas  Live,186816
10442,Missy Elliott ,Lose Control,186777
10443,Trouble ,Come Thru,186686
10444,Soleima ,Low Life,186533
10445,Halsey ,Hopeless,186486
10446,Red Hot Chili Peppers ,Goodbye Angels,186187
10447,Becky G ,Break a Sweat,185868
10448,Lil Wayne ,In This House,185481
10449,Cashmere Cat ,Love Incredible,185281
10450,Tove Styrke ,Mistakes,185163
10451,The Game ,Don't Trip,184783
10452,Alicia Keys ,Blended Family (What You Do For Love),184751
10453,John Mayer ,Emoji of a Wave,184660
10454,Taylor Swift ,I Knew You Were Trouble,184439
10455,Ben Howard ,Only Love,184436
10456,Dua Lipa ,Blow Your Mind (Mwah),184355
10457,Desiigner ,Liife,184284
10458,Yellow Claw ,Good Day,184274
10459,Paul Simon ,You Can Call Me Al,183728
10460,Foals ,What Went Down,183519
10461,Kid Cudi ,All In,182659
10462,Coldplay ,A L I E N S,182656
10463,Ryan Adams ,How You Get The Girl,182613
10464,Robin Schulz ,OK,182154
10465,John Mayer ,Still Feel Like Your Man,182028
10466,Echosmith ,Goodbye,181913
10467,Travis Scott ,Pornography,181662
10468,Kygo ,For What It's Worth,181618
10469,Afrojack ,Gone,181536
10470,Ludacris ,Rollout (My Business),181528
10471,Weezer ,Feels Like Summer,181269
10472,ZHU ,Hometown Girl,181022
10473,Mike Posner ,In The Arms Of A Stranger  Grey Remix,180862
10474,Ella Fitzgerald ,Let It Snow! Let It Snow! Let It Snow!,180691
10475,A$AP Ferg ,Trap And A Dream,180202
10476,Years & Years ,Desire  Gryffin Remix,180162
10477,A Boogie Wit da Hoodie ,No Promises,179463
10478,Lady Gaga ,Born This Way,179416
10479,Sevyn Streeter ,How Bad Do You Want It (Oh Yeah),179016
10480,Harry Simeone Chorale ,The Little Drummer Boy,178862
10481,Britney Spears ,Slumber Party,178856
10482,Imagine Dragons ,Dancing In The Dark,178668
10483,The xx ,Lips,178386
10484,Tiësto ,On My Way,178376
10485,R3HAB ,Killing Time,178188
10486,The Beatles ,In My Life  Remastered,178008
10487,Mike Perry ,Inside the Lines,177908
10488,Zac Brown Band ,Heavy Is the Head,177646
10489,Redbone ,Come and Get Your Love  Single Edit,177297
10490,Stargate ,Waterfall,176996
10491,A R I Z O N A ,Cross My Mind Pt. 2,176869
10492,Bleachers ,Don't Take The Money,176723
10493,BTS ,Outro: Her,176630
10494,Bee Gees ,Stayin' Alive  2007 Remastered Version Saturday Night Fever,176536
10495,OneRepublic ,Future Looks Good,176410
10496,Michael Jackson ,P.Y.T. (Pretty Young Thing),176306
10497,John Legend ,What You Do to Me,176167
10498,Beyoncé ,Pretty Hurts,175826
10499,Kesha ,Finding You,175397
10500,The xx ,A Violent Noise,175260
10501,Wiz Khalifa ,Washingtons By Your Side,175204
10502,Nelly ,Country Grammar (Hot Shit),174883
10503,Emeli Sandé ,Hurts,174738
10504,Soundgarden ,Burden In My Hand,174698
10505,AlunaGeorge ,Not Above Love,174609
10506,Alan Walker ,Alone,174219
10507,The Beatles ,Can't Buy Me Love  Remastered,174132
10508,Mac DeMarco ,Chamber Of Reflection,173854
10509,Friyie ,Money Team,173792
10510,Kid Cudi ,ILLusions,173180
10511,Beck ,Wave,173169
10512,Wham! ,Wake Me up Before You GoGo,172795
10513,Tove Lo ,Keep It Simple,172757
10514,Cash Cash ,Millionaire,172637
10515,Young Thug ,Feel It,172486
10516,Train ,"Hey, Soul Sister",171748
10517,The Beatles ,"Hello, Goodbye  Remastered",171289
10518,Maggie Rogers ,On + Off,171018
10519,ZHU ,Dreams,170557
10520,Nelly ,Hot In Herre,170230
10521,Dimitri Vegas & Like Mike ,Complicated,169975
10522,Soulja Boy ,Crank That (Soulja Boy),169352
10523,Imagine Dragons ,Dream,169161
10524,Kygo ,I'm in Love,168359
10525,Purity Ring ,heartsigh,168075
10526,Sigrid ,Don't Kill My Vibe,167135
10527,Natalie La Rose ,Around The World,166671
10528,MC Ty ,Jingle Bell Rock,166659
10529,Ugly God ,I'm a Nasty Hoe,166508
10530,Florence + The Machine ,Delilah,166475
10531,Queen ,Thank God It's Christmas  2011 Remaster,166463
10532,Iggy Azalea ,Iggy SZN,166328
10533,Chuck Berry ,Johnny B. Goode,166308
10534,Prince ,Kiss,166301
10535,Jeremih ,I Think Of You,165596
10536,Sean Paul ,No Lie,165443
10537,Hilary Duff ,My Kind,165428
10538,Sia ,Never Give Up,165417
10539,Brett Eldredge ,No Stopping You,165390
10540,Fifth Harmony ,That's My Girl,165043
10541,Kesha ,Hunt You Down,164754
10542,Khalid ,Coaster,164727
10543,Kings of Leon ,Around The World,164630
10544,Ugly God ,I'm Tryna Fuck,164601
10545,Eminem ,Kings Never Die,164482
10546,Andrew McMahon in the Wilderness ,So Close,163434
10547,G,"Eazy  Saw It Coming (from the ""Ghostbusters"" Original Motion Picture Soundtrack)",163198
10548,OneRepublic ,Let's Hurt Tonight,163075
10549,iLoveMemphis ,Hit the Quan  Throw the Flag Version,163044
10550,G,Eazy  Vengeance On My Mind,162733
10551,J. Cole ,Crooked Smile,162501
10552,Handsome Ghost ,Steps,162239
10553,Shallou ,Begin,162102
10554,Michael Bublé ,Nobody But Me,161346
10555,Troye Sivan ,BITE,161161
10556,Disclosure ,Bang That,161043
10557,Alabama Shakes ,Gimme All Your Love,160085
10558,Kodak Black ,Versatile,160068
10559,Bastille ,Blame,160055
10560,Marian Hill ,Back To Me,160024
10561,Macklemore & Ryan Lewis ,Dance Off,159984
10562,Dean Martin ,Jingle Bells,159757
10563,Kent Jones ,Alright,159754
10564,Dustin Lynch ,Hell Of A Night,159748
10565,Emma Stone ,Audition (The Fools Who Dream),159671
10566,Marc E. Bassy ,Morning,159335
10567,Pentatonix ,Little Drummer Boy,159131
10568,Regina Spektor ,Dear Theodosia,159066
10569,John Legend ,Penthouse Floor,158950
10570,*NSYNC ,Bye Bye Bye,158867
10571,Usher ,Rivals,158835
10572,Pentatonix ,God Rest Ye Merry Gentlemen,158783
10573,Vince Gill ,Have Yourself A Merry Little Christmas,158769
10574,Snoop Dogg ,Peaches N Cream,158684
10575,J Balvin ,Bonita,158543
10576,Timeflies ,Stuck With Me,158506
10577,Sia ,Move Your Body  Single Mix,158285
10578,Blake Shelton ,A Guy With a Girl,158198
10579,blink,182  Kings of the Weekend,158107
10580,Beck ,Don't Let It Go,158051
10581,Mac Miller ,Congratulations,156131
10582,Hozier ,Better Love,156055
10583,Death Cab for Cutie ,Black Sun,156017
10584,Nas ,Wrote My Way Out,155922
10585,Lost Kings ,Phone Down,155558
10586,Iggy Azalea ,Trouble,155538
10587,Rihanna ,Sledgehammer,155008
10588,Prince ,Good Love,154516
10589,Post Malone ,Cold,154134
10590,The Barden Bellas ,World Championship Finale 2,153851
10591,Catey Shaw ,Cuddle Up,153653
10592,ScHoolboy Q ,Lord Have Mercy,153191
10593,Green Day ,Still Breathing,153079
10594,D'Angelo ,Prayer,152905
10595,Lana Del Rey ,Video Games  Remastered,152713
10596,Cole Swindell ,Let Me See Ya Girl,152560
10597,DeJ Loaf ,No Fear,152420
10598,D'Angelo ,Betray My Heart,151501
10599,Bobby McFerrin ,Don't Worry Be Happy,151239
